"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","czs","czsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"4014","GAS","Glenwood-Lynwood Public Library District -- Bookmobile","XBR","https://catalog.swanlibraries.net/gws","January",2015,,"gas",0,1,0,0,0,1,5.39436299855377e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4015","GPS","Grande Prairie Public Library District","XBR","https://catalog.swanlibraries.net/gps","January",2015,"528","gps",3428,3390,738,74,0,7630,0.00411589896789653,"GPS Grande Prairie",14,2,9,5,0,8,0,15,4,23,5,8,0,3,0,21,0,12,3,9,4,29,0,0,0,0,55,3,5,3,16,3,1,0,21,4,11,2,3,0,,,53,7,12,1,,,13,5,38,7,21,3,0,0,14,2,13,11,23,7,,0,0,6,0,14,0,15,4,10,1,10,0,33,6,65,10,1,0,15,5,11,1,14,0,0,0,10,0,10,2,1,,10,0,22,1,6,0,13,2,5,2,7,1,62,7,60,19,,,7,2,4,28,1,12,1,1,0,7,0,12,1,7,1,12,0,4,3,0,0,10,1,15,3,2,0,2,3,22,2,0,9,1,3,3,2,0,0,15,5,3,0,32,26,0,0,5,1,41,5,6,1,48,7,1368,,,,,,,,742,100
"4016","GWS","Glenwood-Lynwood Public Library District","XBR","https://catalog.swanlibraries.net/gws","January",2015,"1919","gws",1006,917,300,17,0,2240,0.00120833731167604,"GWS Glenwood-Lynwood",10,1,8,6,0,2,0,14,3,16,0,3,2,1,1,18,0,13,0,10,0,28,6,0,0,0,42,0,3,1,14,3,4,1,14,3,5,1,6,0,,,43,5,5,0,,,9,3,27,8,6,1,0,0,11,2,8,0,13,4,,7,1,0,0,1,1,13,6,8,3,9,0,29,3,27,5,1,0,14,0,11,5,8,0,1,0,4,0,6,0,5,,4,1,17,0,9,0,3,0,0,1,5,0,44,6,38,4,,,8,2,8,19,3,11,6,0,0,0,1,3,2,9,2,9,3,1,0,0,0,11,1,5,2,2,0,7,1,11,1,0,7,3,2,2,2,0,0,4,2,0,0,30,11,0,0,8,1,19,1,1,0,30,2,937,,,"gws",75,0,0,75,1910,64
"4017","HAS","Harvey Public Library District","XBR","https://catalog.swanlibraries.net/has","January",2015,"505","has",1509,1419,233,24,0,3185,0.00171810461503938,"HAS Harvey",3,1,3,2,0,0,0,1,1,1,0,0,0,0,0,3,0,3,0,5,0,7,0,0,0,0,9,3,0,0,1,1,0,0,3,0,1,0,0,0,,,8,1,3,0,,,1,2,6,1,1,0,0,0,3,0,0,0,3,0,,6,0,2,0,0,0,4,0,1,1,3,0,8,0,11,3,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,,1,0,3,0,1,0,0,1,0,0,0,0,8,0,7,1,,,0,0,1,9,0,0,2,0,0,0,0,2,0,0,0,1,0,5,0,0,0,1,2,1,0,1,0,2,0,4,0,0,2,0,0,0,2,0,0,2,0,0,0,7,3,0,0,0,0,6,1,0,0,3,0,201,,,,,,,,592,41
"4018","HDS","Hinsdale Public Library","XBR","https://catalog.swanlibraries.net/hds","January",2015,"1571","hds",7198,6821,2099,238,0,16356,0.00882302012043455,"HDS Hinsdale",36,13,28,11,0,9,4,28,13,27,7,12,2,12,3,14,0,25,4,8,2,65,16,0,0,0,63,17,13,8,41,5,17,5,23,4,15,7,10,4,,,112,30,18,0,,,32,17,58,8,21,18,0,0,29,9,27,6,50,13,,12,5,18,3,9,1,0,0,11,2,27,7,55,13,92,13,7,2,63,13,30,4,18,9,0,0,17,2,21,4,4,,16,6,22,1,13,0,13,6,11,3,14,3,118,18,127,26,,,15,3,13,28,4,37,15,11,2,2,4,16,9,2,2,36,3,15,4,0,0,4,4,34,10,3,2,11,7,15,5,0,11,6,12,3,5,0,0,45,11,7,0,66,30,0,1,16,7,59,9,9,3,91,24,2609,,,"hds",57,0,222,279,1697,47
"4019","HKS","Hodgkins Public Library District","XBR","https://catalog.swanlibraries.net/hks","January",2015,"1941","hks",1562,1519,469,86,0,3636,0.00196139038627415,"HKS Hodgkins",2,4,5,1,0,1,0,4,3,2,2,3,0,0,0,0,1,6,2,0,0,7,0,0,0,0,8,1,0,1,5,2,0,2,8,0,5,0,2,0,,,17,2,2,0,,,3,3,3,0,2,1,0,0,3,2,5,0,3,2,,5,0,4,0,2,0,8,3,0,0,1,1,4,1,6,3,1,1,5,3,4,1,4,0,0,0,2,0,3,2,0,,1,1,2,1,3,0,0,0,1,0,1,1,14,2,18,6,,,3,0,1,5,4,5,0,2,0,0,0,1,1,0,1,4,1,4,1,0,0,2,0,2,1,0,0,1,1,3,0,0,0,1,0,2,1,0,0,6,0,0,0,10,3,0,0,2,1,10,0,0,0,14,1,334,,,,,,,,1974,5
"4020","HSS","Hillside Public Library","XBR","https://catalog.swanlibraries.net/hss","January",2015,"532","hss",3022,2926,441,45,1,6435,0.00347127258956935,"HSS Hillside",9,0,8,3,0,2,1,6,0,4,1,5,0,1,0,6,0,5,2,6,0,13,0,0,0,0,13,0,0,0,13,3,1,1,2,3,2,2,3,0,,,13,3,1,1,,,5,5,8,0,4,2,0,0,11,2,3,2,2,3,,7,0,5,2,4,0,6,5,3,2,0,0,8,0,15,7,1,0,9,4,3,0,3,1,1,0,5,0,4,1,0,,1,1,6,3,4,0,3,1,0,1,2,0,18,8,20,8,,,1,4,0,9,0,9,2,2,0,0,1,5,1,0,0,4,1,1,0,0,0,3,0,8,2,0,0,2,3,8,0,0,2,1,3,1,2,0,0,5,3,0,0,15,9,0,0,3,0,8,3,0,1,6,5,485,,,"hss",124,0,0,124,777,21
"4021","HWS","Homewood Public Library District","XBR","https://catalog.swanlibraries.net/hws","January",2015,"1961","hws",11247,10797,2974,352,5,25375,0.0136881961088302,"HWS Homewood",47,8,21,8,0,11,4,40,20,38,12,10,3,14,3,18,6,29,6,12,4,73,16,0,1,0,80,24,13,12,66,15,7,8,33,13,19,12,8,6,,,112,24,21,1,,,28,14,89,6,28,14,0,0,36,16,36,9,45,10,,33,2,23,3,12,3,37,16,32,3,20,8,0,0,107,17,11,3,58,6,30,7,24,0,0,0,19,0,20,4,0,,7,2,49,4,11,0,13,4,13,4,13,2,122,18,128,33,,,15,7,6,48,2,32,18,9,3,1,2,22,6,1,3,21,6,19,1,0,0,14,9,29,16,5,0,22,9,29,9,0,14,4,6,7,3,1,0,36,9,4,0,69,41,0,0,22,5,57,18,10,5,89,33,2927,,,,,,,,2146,78
"4022","INS","Indian Prairie Public Library District","XBR","https://catalog.swanlibraries.net/ins","January",2015,"2033","ins",27923,27111,4954,435,4,60427,0.0325965172913609,"INS Indian Prairie",75,28,57,12,0,14,3,55,16,51,13,14,4,22,5,42,3,65,12,14,1,133,16,0,2,0,137,22,22,9,76,27,20,16,67,7,23,10,13,13,,,281,31,25,1,,,53,28,131,14,66,13,0,0,56,15,58,17,97,20,,51,7,27,7,24,1,81,18,30,3,43,7,99,12,0,0,13,4,100,19,60,8,41,6,1,0,28,3,30,11,4,,29,7,43,5,19,0,31,11,15,9,27,14,245,18,210,52,,,50,12,23,73,9,50,21,8,6,4,1,39,12,2,0,42,10,34,2,0,0,18,6,52,9,5,1,26,8,50,9,0,33,11,11,7,6,0,0,70,15,2,1,118,72,0,1,39,9,118,20,17,4,182,40,4856,,,,,,,,1901,171
"4023","JDS","Justice Public Library District","XBR","https://catalog.swanlibraries.net/jds","January",2015,"1931","jds",634,590,157,18,0,1399,0.000754671383497673,"JDS Justice",1,0,0,0,0,1,0,3,0,4,1,0,0,0,0,2,0,6,0,1,0,8,0,0,0,0,4,1,2,1,4,1,0,0,3,2,1,0,0,0,,,24,3,4,0,,,3,0,9,0,3,2,0,0,3,2,7,2,6,0,,3,0,2,0,1,0,3,2,1,0,1,1,2,0,7,1,0,0,4,2,1,1,2,0,0,0,0,0,1,0,0,,6,0,3,0,2,0,3,0,0,0,2,0,6,2,4,3,,,1,0,0,4,0,4,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,4,0,1,4,1,0,5,0,0,0,0,1,0,0,0,0,2,1,0,0,5,1,0,0,1,2,5,1,0,0,3,3,235,,,,,,,,1975,59
"4024","LGS","LaGrange Public Library","XBR","https://catalog.swanlibraries.net/lgs","January",2015,"2018","lgs",7735,7464,2183,205,1,17588,0.00948760564185637,"LGS La Grange",34,4,25,2,0,3,1,30,10,30,3,10,0,11,2,37,3,26,6,5,0,65,5,0,0,0,61,14,9,5,31,8,8,1,38,9,15,6,5,3,,,116,13,5,0,,,26,9,57,6,18,11,0,0,30,7,28,5,40,9,,20,6,9,4,4,2,49,4,15,4,15,8,64,6,108,12,6,1,0,0,38,4,13,3,5,0,14,2,16,6,0,,18,1,16,2,8,0,19,6,6,3,16,4,114,21,103,25,,,17,5,8,37,1,21,9,6,1,1,0,18,7,4,0,19,6,10,2,0,0,7,1,40,4,3,2,11,6,28,4,0,6,2,9,2,2,0,0,29,9,4,1,57,21,0,0,12,7,45,6,7,2,86,9,2299,,,,,,,,2328,53
"4025","LPS","LaGrange Park Public Library District","XBR","https://catalog.swanlibraries.net/lps","January",2015,"1939","lps",5598,5275,1479,175,1,12528,0.00675805796458817,"LPS La Grange Park",40,2,28,4,0,9,2,31,6,29,5,9,1,7,6,20,2,22,4,8,3,64,9,0,0,0,48,4,16,4,29,7,10,2,38,3,19,6,3,2,,,123,9,6,1,,,30,7,58,1,25,10,0,0,42,6,29,2,43,5,,13,3,9,1,7,0,37,4,11,1,19,2,39,7,79,8,9,2,56,7,0,0,25,2,0,0,15,0,25,0,3,,24,4,16,3,6,0,26,1,9,5,7,1,115,5,130,18,,,27,2,5,32,0,29,9,11,1,0,0,24,4,3,1,24,2,11,0,0,0,6,1,38,3,2,0,10,3,16,2,0,14,2,3,0,1,1,0,30,9,2,1,59,14,0,2,18,4,51,0,8,0,71,12,2221,,,,,,,,2435,40
"4026","LSS","Lansing Public Library","XBR","https://swanlibs.ent.sirsi.net/client/en_US/lss/","January",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
"4027","LYS","Lyons Public Library","XBR","https://catalog.swanlibraries.net/lys","January",2015,"528","lys",2643,2565,217,52,0,5477,0.0029544926143079,"LYS Lyons",5,1,8,4,0,2,1,6,2,7,0,0,0,4,0,6,1,8,1,1,0,20,1,0,0,0,20,1,6,0,11,5,0,0,3,1,5,5,0,0,,,27,2,2,1,,,2,3,10,2,3,2,0,0,3,0,7,6,10,3,,1,2,2,0,2,0,11,1,6,1,6,1,11,1,18,1,4,1,8,0,2,0,0,0,0,0,11,0,6,1,1,,7,3,8,0,0,0,4,2,1,6,1,1,25,1,35,4,,,2,3,0,3,3,7,5,4,1,0,1,5,6,4,0,5,1,4,0,0,0,1,0,10,2,2,0,2,1,5,1,0,1,1,3,1,2,0,0,2,2,0,0,6,6,0,0,2,0,10,1,2,0,21,4,556,,,,,,,,575,32
"4028","MAS","The Morton Arboretum -- Sterling Morton Library","XBR","https://catalog.swanlibraries.net/mas","January",2015,"5","mas",185,111,38,1,0,335,0.000180711160451551,"MAS Morton Arboretum",0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,,,1,0,1,0,0,0,0,0,0,1,1,1,0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,,,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,43,,,"mas",261,0,0,261,929,13
"4029","MCS","McCook Public Library District","XBR","https://catalog.swanlibraries.net/mcs","January",2015,"1424","mcs",857,828,116,82,0,1883,0.00101575855262768,"MCS McCook",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,1,3,0,0,,,0,0,1,0,0,0,0,0,0,2,0,0,2,5,,0,0,2,0,0,0,2,1,0,0,1,1,1,1,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,1,,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5,8,,,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,2,0,81,,,,,,,,1431,2
"4030","MDS","Midlothian Public Library","XBR","https://catalog.swanlibraries.net/mds","January",2015,"1948","mds",3538,3249,407,20,0,7214,0.00389149346715669,"MDS Midlothian",16,1,13,8,0,1,0,7,7,11,5,6,1,4,1,11,0,5,0,3,0,18,1,0,0,0,14,1,4,0,18,4,3,0,10,1,4,2,3,2,,,49,1,4,0,,,9,5,22,3,14,3,0,0,16,3,7,1,15,2,,8,1,10,0,3,0,12,5,4,3,6,0,17,0,34,4,2,0,13,5,5,2,5,0,0,0,8,0,0,0,1,,1,1,14,4,8,0,9,1,2,1,3,0,35,1,36,6,,,3,3,1,17,1,9,2,1,0,0,0,10,3,3,1,4,2,1,1,0,0,6,2,15,0,1,1,3,5,9,0,0,4,3,8,1,3,0,0,8,2,0,0,16,9,0,0,8,2,18,3,4,2,24,3,831,,,"mds",9,0,0,9,2048,51
"4031","MKS","Markham Public Library -- Bradford Anderson Oglesby Library","XBR","https://catalog.swanlibraries.net/mks","January",2015,"518","mks",397,327,124,4,0,852,0.000459599727476781,"MKS Markham",3,1,2,2,1,0,0,4,0,3,0,0,0,0,0,2,0,1,1,2,0,6,0,0,0,0,10,2,4,0,2,1,0,0,1,0,3,0,2,0,,,13,1,1,0,,,2,1,5,2,2,0,0,0,3,0,4,2,8,1,,2,1,2,0,0,0,2,2,0,0,4,0,16,1,2,3,0,0,4,0,2,0,0,0,1,0,3,1,2,1,0,,2,0,4,0,4,0,4,0,0,0,0,0,7,2,7,4,,,1,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,1,0,1,0,0,0,2,0,0,0,1,2,0,2,0,0,3,0,0,1,5,5,0,1,1,0,4,0,0,0,5,2,233,,,,,,,,524,42
"4032","MPS","Melrose Park Public Library","XBR","https://catalog.swanlibraries.net/mps","January",2015,"501","mps",698,596,292,11,0,1597,0.000861479770869037,"MPS Melrose Park",4,2,3,4,0,0,0,6,5,8,2,3,1,1,0,10,2,9,1,4,2,14,1,0,0,0,9,2,4,1,11,10,1,0,5,0,4,1,1,1,,,21,4,2,1,,,10,0,15,1,1,3,0,0,9,1,3,2,4,2,,4,6,3,1,2,3,13,3,0,3,6,1,12,4,17,7,0,0,9,1,12,0,5,3,0,0,3,0,3,0,0,,0,0,2,6,0,0,7,3,2,1,2,1,33,1,22,12,,,5,2,3,5,0,4,3,0,0,1,1,4,15,0,0,5,2,5,2,0,0,9,0,7,3,2,0,1,2,2,1,0,1,1,2,2,0,1,0,4,2,1,0,11,16,0,0,4,0,17,2,1,1,15,8,597,,,,,,,,509,67
"4033","MTS","Matteson Area Public Library District","XBR","https://catalog.swanlibraries.net/mts","January",2015,"67","mts",4130,4063,1389,90,1,9673,0.00521796732850106,"MTS Matteson",18,2,18,3,0,2,1,13,2,15,2,4,0,8,1,19,1,17,2,4,0,28,0,0,0,0,54,3,5,3,20,2,9,1,14,3,12,2,11,1,,,43,8,11,0,,,17,11,34,4,12,6,0,0,12,4,9,2,14,4,,12,7,14,1,6,0,14,4,5,1,16,3,28,4,45,9,7,2,20,0,10,2,9,2,0,0,4,1,9,6,0,,5,1,0,0,3,0,7,0,3,4,7,2,48,11,51,13,,,13,5,4,17,4,22,5,2,0,1,1,5,3,5,0,13,1,1,0,0,0,8,4,10,3,2,1,5,1,14,0,0,4,2,4,0,5,0,0,9,1,3,1,31,20,0,0,10,2,25,4,1,0,34,6,1199,,,"mts",144,0,0,144,261,53
"4034","MWS","Maywood Public Library District","XBR","https://catalog.swanlibraries.net/mws","January",2015,"5","mws",934,865,246,41,0,2086,0.00112526412149832,"MWS Maywood",2,1,2,1,0,0,0,0,0,2,1,0,0,1,0,6,1,5,0,3,1,11,0,0,0,0,13,0,3,3,6,0,2,1,4,0,2,1,0,1,,,10,2,0,1,,,1,0,7,0,2,1,0,0,2,0,4,1,7,0,,7,1,0,0,4,0,1,0,0,0,3,1,6,3,11,2,0,0,4,0,0,0,5,1,0,0,0,0,1,1,6,,1,0,2,1,0,0,2,0,0,0,0,0,10,3,13,2,,,1,0,0,2,0,3,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,3,1,3,0,0,1,2,0,3,1,0,2,0,0,0,1,0,0,4,1,0,1,4,3,0,0,1,0,8,0,1,0,8,2,264,,,,,,,,37,56
"4035","NLS","Northlake Public Library District","XBR","https://catalog.swanlibraries.net/nls","January",2015,"520","nls",5172,5089,1127,70,0,11458,0.00618086112374291,"NLS Northlake",18,2,13,9,0,1,1,20,11,21,2,12,0,4,1,28,1,22,0,5,2,32,3,0,0,0,39,6,4,5,35,5,5,0,9,4,7,1,4,1,,,81,10,11,3,,,15,15,46,7,24,1,0,0,9,3,12,6,19,1,,5,4,7,1,3,1,10,7,10,2,17,4,26,11,49,11,2,0,22,16,19,2,10,2,0,0,10,1,7,4,2,,12,3,15,3,8,0,0,0,4,3,9,1,69,6,76,9,,,13,1,5,18,3,13,7,1,1,1,0,14,6,4,3,10,2,12,3,0,0,2,4,5,3,2,1,7,3,24,0,0,8,2,3,2,1,1,0,16,5,3,0,30,34,0,0,8,1,53,7,3,1,33,10,1468,,,,,,,,636,74
"4036","NRS","North Riverside Public Library District","XBR","https://catalog.swanlibraries.net/nrs","January",2015,"513","nrs",1790,1646,499,29,1,3965,0.00213886492892657,"NRS North Riverside",5,0,6,3,0,3,0,6,3,7,2,0,1,3,2,6,0,4,2,3,0,9,2,0,0,0,19,4,4,0,6,2,0,1,8,4,4,0,2,2,,,38,2,2,1,,,11,2,14,1,5,1,0,0,9,1,9,0,16,0,,5,1,6,1,5,0,11,4,2,2,3,0,8,0,19,3,0,1,16,4,3,3,6,1,2,0,3,0,6,1,2,,4,0,7,0,0,0,1,1,0,0,1,0,28,8,24,9,,,4,2,0,6,0,6,3,0,0,0,0,7,1,0,0,7,3,2,2,0,0,2,1,5,2,1,0,1,0,10,2,0,3,0,2,2,0,1,0,2,3,1,0,7,3,0,0,3,0,20,1,1,1,18,8,579,,,,,,,,615,22
"4037","OES","Oak Park Public Library -- Dole Branch Library","XBR","https://catalog.swanlibraries.net/oes","January",2015,"44","oes",17,19,8,0,0,44,2.37351971936366e-05,"OES Oak Park Dole",9,3,12,3,0,4,0,18,11,11,0,9,3,4,2,12,3,10,1,4,0,23,8,0,0,0,29,4,6,3,14,5,8,4,9,4,4,4,4,1,,,60,4,9,0,,,14,9,27,4,14,6,0,0,15,7,18,8,21,3,,3,3,4,3,3,1,14,8,12,0,11,3,22,5,48,5,3,1,24,9,8,3,10,2,2,0,3,0,4,7,0,,4,2,19,2,4,0,6,3,1,4,0,0,54,9,115,36,,,21,10,4,13,0,7,3,6,0,2,0,16,7,0,0,15,3,9,0,0,0,0,1,25,3,1,0,3,5,11,2,0,4,2,1,1,0,1,0,16,6,1,0,30,13,0,0,9,3,26,4,2,0,35,10,1279,,,,,,,,,9
"4038","OLS","Oak Lawn Public Library","XBR","https://catalog.swanlibraries.net/ols","January",2015,"2279","ols",5556,4714,2038,70,0,12378,0.00667714251960986,"OLS Oak Lawn",54,7,46,11,0,17,3,68,14,53,11,15,1,23,3,37,3,59,4,14,6,100,5,0,0,0,106,21,25,6,60,10,16,2,56,10,24,6,16,7,,,225,21,20,4,,,46,17,113,12,41,12,0,0,39,12,45,12,70,9,,46,2,31,4,23,1,39,11,21,3,39,3,88,8,169,21,7,2,64,9,39,9,34,3,2,0,28,1,24,7,7,,14,9,53,3,19,0,30,5,15,5,14,5,0,0,196,21,,,26,5,10,57,3,52,14,8,3,10,1,39,11,2,0,27,7,27,3,0,0,12,1,45,11,4,1,13,4,40,3,0,28,6,14,1,10,4,0,52,9,4,0,86,37,0,0,27,3,76,14,18,2,131,23,3735,,,,,,,,2641,219
"4039","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","January",2015,"1254","ops",2,3,1,0,0,6,3.23661779913226e-06,"OPS Oak Park Main",124,24,91,25,0,21,9,81,21,104,22,23,2,40,10,66,10,67,19,29,3,202,21,0,0,0,250,31,56,15,106,27,39,5,96,16,36,20,29,8,,,449,41,49,5,,,111,35,244,24,82,28,0,0,123,15,118,22,195,29,,50,11,45,8,30,6,125,29,39,10,60,11,182,23,350,44,18,3,146,39,132,7,59,4,15,0,41,2,39,11,16,,34,14,97,14,23,1,58,13,32,17,120,21,391,43,0,0,,,229,35,51,108,16,107,38,19,8,5,1,72,17,16,4,108,11,29,8,0,0,22,3,104,24,10,8,45,15,66,11,0,28,10,23,9,8,6,0,105,31,7,4,217,79,0,8,46,11,180,32,24,4,268,42,8083,,,,,,,,,270
"4040","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","January",2015,"69","ozs",1,0,0,0,0,1,5.39436299855377e-07,"OZS Oak Park Maze",41,8,34,16,0,4,3,27,14,37,9,4,4,18,2,33,2,32,7,19,6,69,13,0,0,0,88,21,12,15,29,11,17,2,29,7,20,7,10,1,,,152,22,18,2,,,26,24,60,14,23,10,0,0,43,10,48,9,36,8,,14,3,11,1,10,3,51,15,10,2,20,7,69,16,112,9,4,1,55,16,34,4,20,6,2,0,16,1,15,7,1,,15,6,24,1,10,1,24,4,14,5,37,10,127,16,346,99,,,0,0,17,27,3,31,19,8,1,2,1,43,7,3,0,28,8,13,1,0,0,9,1,38,12,6,2,15,9,17,5,0,23,5,11,2,3,1,0,28,15,3,1,72,31,0,1,22,7,50,5,8,2,94,25,3185,,,,,,,,,13
"4041","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","January",2015,"89","pcs",541,398,229,17,1,1186,0.000639771451628477,"PCS Prairie State College",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,,2,0,0,0,,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,27,,,"pcs",21,0,160,181,210,92
"4042","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","January",2015,"1997","pfs",5206,5143,1101,206,1,11657,0.00628820894741413,"PFS Park Forest",25,4,28,3,0,5,3,35,9,34,7,12,2,9,1,31,1,23,4,16,2,58,3,0,0,0,72,8,13,3,32,2,9,4,25,2,12,3,16,4,,,119,12,25,0,,,25,16,43,4,19,4,0,0,36,10,23,1,40,4,,20,5,13,0,13,2,29,5,10,2,17,4,58,6,86,17,5,2,31,12,24,4,12,1,1,0,8,1,11,3,4,,15,7,38,2,14,0,24,5,5,2,5,1,119,6,98,15,,,22,3,6,0,0,20,4,2,4,2,4,15,6,3,2,13,3,6,1,0,0,11,9,32,4,1,2,13,5,26,1,0,3,3,6,4,1,1,0,22,11,2,2,65,31,0,2,9,4,63,8,5,2,60,7,2194,,,,,,,,1944,71
"4043","PHS","Palos Heights Public Library","XBR","https://catalog.swanlibraries.net/phs","January",2015,"1947","phs",5109,4814,1529,137,1,11590,0.00625206671532382,"PHS Palos Heights",33,8,18,4,0,6,2,21,8,29,6,3,0,8,1,9,1,15,7,6,1,24,5,0,1,0,43,10,11,3,15,4,7,0,35,3,8,1,4,2,,,75,17,7,1,,,13,4,38,5,12,5,0,0,19,0,17,4,31,11,,21,2,7,2,13,2,23,3,14,2,11,2,32,11,48,3,3,0,30,9,9,2,7,0,0,0,13,0,9,4,3,,12,2,25,0,2,0,8,2,6,5,9,3,72,9,60,22,,,20,1,7,23,5,0,0,2,4,2,0,11,6,0,0,12,4,11,0,0,0,5,1,22,7,4,2,7,8,11,4,0,7,2,5,0,2,2,0,20,6,2,1,44,18,0,0,22,7,23,12,6,0,63,16,1580,,,"phs",197,0,17,214,2378,37
"4044","PPS","Palos Park Public Library","XBR","https://catalog.swanlibraries.net/pps","January",2015,"1916","pps",1093,1018,340,23,0,2474,0.0013345654058422,"PPS Palos Park",10,2,7,1,0,5,0,4,2,3,0,1,0,2,1,1,0,6,2,2,0,9,3,0,0,0,19,3,3,0,5,0,2,4,9,1,2,2,2,0,,,21,3,4,0,,,8,0,4,0,1,3,0,0,6,3,8,0,4,0,,2,0,2,1,1,0,8,2,1,1,1,0,9,2,14,1,1,0,14,4,8,0,2,0,0,0,0,0,4,4,1,,3,1,6,0,1,0,4,1,4,1,4,1,16,4,17,4,,,2,2,0,5,2,7,3,0,0,0,0,2,0,0,1,5,2,5,0,0,0,2,2,6,4,0,2,1,1,5,0,0,1,0,1,1,0,0,0,7,1,1,2,9,3,0,0,9,0,9,3,3,3,20,1,461,,,,,,,,3864,16
